Date,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,odometer_km,registration_month
15-04-2016,3300,control,kleinwagen,2004,manuell,131,150000,3
21-04-2016,1450,test,limousine,1999,manuell,125,150000,8
10-04-2016,4199,test,limousine,2003,automatik,143,150000,4
25-04-2016,11999,test,kombi,2008,automatik,349,150000,11
28-04-2016,500,test,kleinwagen,1998,manuell,60,150000,6
04-04-2016,699,test,kombi,2002,manuell,101,150000,8
05-03-2016,87000,control,limousine,2012,automatik,560,60000,8
18-03-2016,2350,control,limousine,2000,automatik,193,150000,11
25-04-2016,8750,test,kleinwagen,2010,manuell,60,70000,9
25-03-2016,3690,control,limousine,2004,manuell,122,90000,12
11-03-2016,1999,control,kombi,2004,manuell,136,150000,6
14-04-2016,500,control,limousine,1998,manuell,90,100000,3
23-04-2016,1300,test,kleinwagen,2001,manuell,60,150000,5
17-04-2016,4999,test,limousine,2003,automatik,195,150000,2
14-04-2016,1050,control,limousine,2001,automatik,160,150000,8
17-04-2016,9350,test,kombi,2006,automatik,218,150000,5
03-03-2016,1500,control,limousine,2001,manuell,101,100000,5
12-03-2016,2399,test,kleinwagen,2003,manuell,54,150000,1
25-03-2016,3999,control,cabrio,2006,manuell,109,90000,6
25-04-2016,5950,control,cabrio,2006,manuell,110,125000,5
28-04-2016,600,test,limousine,2002,manuell,80,150000,8
24-03-2016,575,control,kleinwagen,2001,manuell,80,150000,4
22-03-2016,6666,control,coupe,1998,automatik,218,80000,8
22-03-2016,1890,control,kleinwagen,2001,manuell,60,150000,9
19-04-2016,1700,test,limousine,2002,manuell,109,150000,4
17-03-2016,1250,test,kombi,1996,manuell,125,150000,6
30-04-2016,4250,control,kleinwagen,2010,manuell,58,40000,7
06-04-2016,15650,control,cabrio,2007,automatik,163,80000,11
26-04-2016,9900,test,bus,1998,manuell,102,150000,12
13-04-2016,1100,test,kleinwagen,2002,manuell,75,150000,1
13-04-2016,1470,test,limousine,2002,automatik,102,150000,6
19-04-2016,24950,control,cabrio,2013,manuell,177,60000,1
06-03-2016,1250,control,kombi,2001,manuell,130,150000,12
09-04-2016,6900,test,coupe,2008,manuell,150,150000,3
01-03-2016,1999,control,bus,1995,manuell,68,150000,3
03-04-2016,3850,control,kleinwagen,2010,manuell,75,125000,3
15-04-2016,12750,test,limousine,2006,automatik,170,150000,9
10-04-2016,590,test,kombi,1999,manuell,115,150000,6
01-03-2016,1650,test,limousine,1998,manuell,170,150000,7
13-04-2016,12500,test,cabrio,2010,automatik,145,80000,5
11-04-2016,22999,test,limousine,2012,automatik,235,20000,4
09-04-2016,6600,control,kombi,2009,manuell,125,150000,10
06-04-2016,6200,control,cabrio,1969,manuell,35,50000,11
11-03-2016,13900,control,kombi,2009,automatik,245,150000,2
08-04-2016,1750,control,suv,2001,manuell,99,150000,11
06-03-2016,659,control,limousine,1995,manuell,90,150000,7
03-03-2016,1150,control,limousine,2001,manuell,125,150000,3
08-04-2016,1995,test,limousine,2001,manuell,75,125000,8
24-03-2016,4850,test,kleinwagen,2011,manuell,75,150000,6
11-04-2016,1449,test,limousine,1997,manuell,186,150000,12
28-03-2016,590,test,kleinwagen,1997,manuell,89,150000,8
28-03-2016,12600,control,coupe,2007,manuell,200,150000,1
06-04-2016,3999,test,kleinwagen,2004,manuell,90,100000,11
06-03-2016,7100,test,kleinwagen,2007,manuell,140,150000,3
25-04-2016,7950,control,kleinwagen,2010,manuell,69,40000,3
12-04-2016,750,test,kombi,1999,manuell,85,150000,1
02-04-2016,6900,control,andere,2009,manuell,140,40000,10
02-03-2016,6200,test,kleinwagen,2012,manuell,69,80000,9
18-04-2016,800,test,kleinwagen,1998,manuell,50,150000,7
18-04-2016,13299,control,kleinwagen,2011,automatik,200,40000,12
22-04-2016,2899,test,kleinwagen,2006,manuell,54,100000,4
26-04-2016,1200,test,bus,2000,manuell,75,150000,3
11-04-2016,7500,test,limousine,1971,manuell,50,150000,2
15-04-2016,1450,test,coupe,1998,manuell,102,150000,8
03-04-2016,4950,test,limousine,2012,automatik,110,150000,3
09-03-2016,6750,control,suv,2009,manuell,129,150000,2
14-04-2016,7499,control,limousine,2009,manuell,116,70000,1
15-03-2016,999,control,kombi,2000,manuell,103,125000,1
10-03-2016,500,control,limousine,1999,manuell,116,150000,5
02-03-2016,4500,control,limousine,2004,automatik,125,40000,3
17-03-2016,3200,test,cabrio,1997,manuell,90,150000,7
08-04-2016,4200,test,bus,2004,manuell,136,150000,5
26-04-2016,24499,control,suv,2009,automatik,239,150000,9
16-03-2016,3529,control,suv,2005,manuell,116,150000,8
17-03-2016,1390,control,kombi,2001,automatik,150,150000,5
25-03-2016,8500,control,kombi,2004,automatik,163,150000,8
30-03-2016,3500,test,Unknown,2016,automatik,150,150000,9
30-03-2016,5500,test,limousine,2004,manuell,140,150000,11
23-04-2016,788,control,kombi,1999,manuell,131,150000,6
18-04-2016,7999,control,limousine,2005,manuell,258,150000,7
01-03-2016,2750,control,limousine,1995,automatik,173,150000,3
01-04-2016,3990,control,kleinwagen,2008,manuell,65,125000,7
29-04-2016,6999,test,Unknown,2005,manuell,155,150000,12
08-04-2016,2350,test,kombi,2002,manuell,110,150000,5
12-04-2016,4650,test,kleinwagen,2009,manuell,80,125000,3
23-03-2016,6200,test,cabrio,2001,manuell,170,150000,4
01-04-2016,32900,test,limousine,2010,automatik,286,100000,3
22-03-2016,1350,control,kombi,2002,manuell,143,150000,12
09-03-2016,3450,test,limousine,2007,manuell,120,150000,4
14-04-2016,1200,control,limousine,1994,manuell,71,125000,7
20-03-2016,2800,control,limousine,2000,manuell,125,150000,5
24-04-2016,17600,control,kombi,2011,manuell,190,150000,8
09-04-2016,6900,test,Unknown,2005,Unknown,90,150000,1
18-03-2016,2650,test,kleinwagen,2007,manuell,75,70000,12
04-04-2016,18200,test,limousine,2010,manuell,184,80000,8
19-03-2016,1490,test,kombi,1999,automatik,197,150000,10
28-03-2016,1190,control,kombi,1995,automatik,204,150000,3
10-04-2016,1400,control,kombi,2001,automatik,141,125000,1
22-03-2016,10500,control,limousine,2008,automatik,170,100000,8
01-04-2016,3300,test,kombi,2005,manuell,136,150000,1
18-03-2016,1750,control,kombi,2005,manuell,121,150000,6
20-03-2016,3750,control,kleinwagen,2009,manuell,65,80000,5
24-03-2016,3500,test,cabrio,2004,manuell,90,80000,8
16-04-2016,4990,test,bus,2005,manuell,140,150000,6
14-04-2016,1995,test,kombi,2004,manuell,113,150000,4
10-04-2016,15800,test,suv,2009,automatik,173,150000,5
19-04-2016,2400,test,kombi,2004,manuell,131,150000,5
28-03-2016,1950,control,limousine,2005,manuell,95,125000,2
14-03-2016,15300,control,bus,2006,manuell,174,150000,5
06-03-2016,13500,test,suv,2007,automatik,174,150000,6
19-03-2016,7000,control,kombi,2011,manuell,105,150000,5
26-04-2016,4490,test,limousine,2000,automatik,143,150000,10
30-04-2016,1500,test,limousine,2002,manuell,137,150000,3
16-03-2016,790,control,kombi,1999,manuell,50,150000,8
22-03-2016,1450,test,kleinwagen,2001,manuell,75,150000,5
13-04-2016,650,test,kleinwagen,2000,manuell,54,150000,11
14-03-2016,1500,control,bus,2002,manuell,125,150000,3
15-03-2016,1499,test,kombi,1997,manuell,150,150000,10
27-03-2016,3600,control,kleinwagen,2003,manuell,116,150000,3
18-04-2016,7500,test,kombi,2010,manuell,90,70000,10
30-04-2016,9000,test,kombi,2006,automatik,163,150000,7
12-03-2016,850,control,kombi,1997,manuell,102,150000,9
19-04-2016,1900,test,kleinwagen,2003,manuell,90,125000,4
21-04-2016,3290,test,kleinwagen,2006,manuell,90,90000,4
21-04-2016,9800,control,kleinwagen,2013,manuell,90,20000,5
02-03-2016,2750,control,kleinwagen,2007,manuell,60,125000,12
03-04-2016,2100,control,limousine,2002,automatik,170,150000,6
26-04-2016,5900,control,bus,2006,manuell,116,150000,2
21-04-2016,6800,test,limousine,2006,manuell,140,150000,5
20-04-2016,4399,test,kleinwagen,2011,manuell,69,30000,8
23-03-2016,6990,test,andere,2006,manuell,120,150000,9
05-04-2016,4950,test,andere,2004,manuell,231,150000,6
08-03-2016,2400,test,limousine,2003,manuell,120,150000,11
28-04-2016,2000,control,kombi,2001,manuell,136,150000,2
06-03-2016,1750,control,kombi,1999,manuell,122,150000,4
16-04-2016,8800,test,kleinwagen,2012,manuell,86,30000,3
08-03-2016,750,control,kleinwagen,1999,manuell,60,150000,3
19-03-2016,1000,test,limousine,1999,manuell,90,150000,11
25-03-2016,5000,test,kombi,2009,manuell,105,60000,3
24-04-2016,11499,test,limousine,2009,manuell,204,125000,6
28-03-2016,1100,control,kombi,1995,manuell,90,125000,3
30-03-2016,2450,control,limousine,2001,manuell,125,150000,6
09-03-2016,1350,test,kombi,1998,automatik,169,150000,11
22-03-2016,13999,test,limousine,2005,manuell,163,125000,7
22-03-2016,5700,control,kombi,2008,manuell,105,125000,8
10-03-2016,3999,test,limousine,2005,manuell,109,150000,5
02-03-2016,2200,control,kleinwagen,2009,manuell,75,150000,5
11-04-2016,1950,control,kleinwagen,2004,manuell,80,100000,4
22-03-2016,7500,test,cabrio,2008,manuell,105,150000,5
30-03-2016,25000,control,limousine,2014,manuell,170,40000,5
09-04-2016,2700,control,cabrio,1991,manuell,88,150000,7
09-03-2016,2750,test,kombi,2000,manuell,90,150000,6
27-04-2016,4300,test,kleinwagen,2009,manuell,80,125000,4
19-03-2016,3500,control,kombi,2006,manuell,101,125000,8
25-04-2016,2600,test,kleinwagen,2005,manuell,64,150000,3
17-03-2016,1450,test,kombi,2000,manuell,90,150000,3
18-04-2016,4900,control,suv,2001,manuell,120,50000,12
16-04-2016,5300,control,limousine,2005,manuell,101,100000,9
05-04-2016,650,test,limousine,1995,manuell,75,150000,10
08-04-2016,9200,test,limousine,2009,manuell,110,125000,6
30-04-2016,1500,test,kombi,2004,manuell,121,150000,11
21-03-2016,19500,test,limousine,2007,automatik,232,150000,1
22-04-2016,6990,test,bus,2007,manuell,102,125000,4
19-03-2016,4450,control,kleinwagen,2004,manuell,100,125000,6
15-04-2016,9200,control,kleinwagen,2014,manuell,69,30000,7
18-04-2016,1399,control,cabrio,2001,automatik,54,150000,5
22-03-2016,1650,test,kleinwagen,2002,manuell,58,125000,4
24-03-2016,1450,test,limousine,1997,manuell,75,150000,3
25-03-2016,18250,test,limousine,2013,manuell,184,60000,4
08-03-2016,4850,test,limousine,2002,manuell,122,50000,6
29-04-2016,17550,test,coupe,1991,automatik,299,150000,7
15-03-2016,3000,control,kombi,2003,manuell,163,150000,12
07-03-2016,1399,test,cabrio,1998,manuell,150,150000,5
24-04-2016,19999,test,limousine,1969,automatik,300,100000,3
06-04-2016,4300,test,limousine,2006,manuell,75,125000,1
26-03-2016,11200,control,limousine,2007,automatik,190,150000,6
01-04-2016,2650,test,kleinwagen,2002,automatik,54,80000,10
29-03-2016,2100,test,kombi,1999,manuell,115,150000,11
15-04-2016,10500,test,cabrio,2009,manuell,200,70000,2
19-03-2016,700,test,limousine,1996,manuell,116,150000,4
05-03-2016,5800,test,bus,2005,manuell,105,125000,11
08-03-2016,15600,test,limousine,2006,automatik,286,125000,12
18-04-2016,15800,test,kombi,2011,manuell,143,100000,8
13-04-2016,16900,control,limousine,2013,manuell,135,50000,3
11-03-2016,1490,test,kombi,1999,manuell,105,150000,11
13-03-2016,3850,test,limousine,2006,manuell,105,150000,1
16-03-2016,5900,control,cabrio,2009,manuell,150,150000,1
25-03-2016,1700,control,bus,2002,manuell,116,150000,4
02-03-2016,555,test,kleinwagen,2003,manuell,60,150000,10
17-03-2016,900,test,kleinwagen,2002,manuell,110,150000,11
25-04-2016,2799,test,limousine,2002,manuell,150,150000,4
20-04-2016,5900,control,bus,2003,manuell,101,150000,12
09-03-2016,2399,control,kleinwagen,2004,manuell,75,125000,3
10-03-2016,1750,control,kleinwagen,2004,manuell,60,150000,2
16-04-2016,1300,test,kleinwagen,1998,manuell,50,150000,10
25-04-2016,7350,control,suv,2005,automatik,163,150000,3
25-03-2016,8600,control,limousine,2008,automatik,265,150000,5
02-04-2016,17300,test,limousine,2012,manuell,184,80000,3
02-03-2016,850,control,bus,1994,manuell,110,150000,10
20-04-2016,10999,control,bus,2012,manuell,120,50000,6
10-04-2016,17200,control,limousine,2012,automatik,170,100000,10
23-04-2016,23550,test,kombi,2014,manuell,150,30000,4
09-04-2016,20750,control,bus,2016,manuell,125,5000,2
14-04-2016,3450,test,kombi,2004,manuell,125,150000,10
10-04-2016,799,test,bus,2001,automatik,147,150000,5
27-03-2016,22900,control,coupe,2014,automatik,309,60000,3
27-04-2016,2100,test,kombi,2003,manuell,131,150000,4
11-03-2016,4600,control,limousine,2007,manuell,90,90000,4
06-03-2016,3200,test,kombi,2007,manuell,101,150000,7
02-04-2016,1000,test,kombi,1997,manuell,75,150000,2
04-03-2016,2700,control,limousine,2006,manuell,105,150000,12
22-03-2016,500,test,bus,1998,manuell,56,150000,6
04-03-2016,8499,test,limousine,2007,manuell,226,150000,2
02-03-2016,749,test,kleinwagen,1999,manuell,65,150000,6
03-03-2016,1500,control,kleinwagen,2002,manuell,75,150000,7
25-04-2016,4850,test,bus,2010,manuell,75,125000,6
21-03-2016,2550,test,limousine,2001,manuell,170,150000,6
30-04-2016,16200,test,bus,2012,automatik,140,70000,9
14-04-2016,1200,control,kleinwagen,2000,manuell,75,150000,1
08-03-2016,999,control,limousine,1997,manuell,110,150000,5
05-04-2016,31600,control,cabrio,2000,automatik,306,80000,7
29-03-2016,2900,test,bus,2001,manuell,107,80000,7
03-04-2016,6500,control,kombi,2007,Unknown,150,150000,12
09-04-2016,1000,test,coupe,1994,manuell,102,150000,7
01-04-2016,19500,control,limousine,2012,automatik,141,50000,10
03-04-2016,2500,control,limousine,2004,manuell,101,150000,8
18-03-2016,5500,control,limousine,2007,manuell,80,150000,1
18-04-2016,500,control,andere,1996,manuell,75,90000,5
08-03-2016,5500,test,kombi,2005,manuell,204,150000,9
07-03-2016,2900,test,kombi,1991,automatik,132,150000,11
16-04-2016,3300,test,kombi,2002,manuell,131,150000,11
18-03-2016,6900,test,limousine,2008,manuell,102,125000,6
11-03-2016,1850,test,limousine,2000,manuell,82,150000,8
05-03-2016,4999,test,cabrio,1994,manuell,116,150000,5
11-03-2016,18789,test,coupe,2008,automatik,272,150000,4
02-04-2016,1000,test,limousine,1996,automatik,90,90000,3
02-04-2016,550,test,kleinwagen,1997,manuell,60,150000,9
18-03-2016,10200,test,limousine,2010,manuell,179,60000,3
26-04-2016,6600,control,kombi,2008,manuell,105,150000,9
23-04-2016,7430,control,kombi,2006,automatik,224,150000,10
28-03-2016,999,test,kleinwagen,1996,manuell,45,150000,6
15-04-2016,3999,test,kombi,2009,manuell,90,150000,3
21-03-2016,4250,test,limousine,2004,manuell,116,150000,11
18-04-2016,1299,control,kleinwagen,2001,manuell,50,125000,8
05-03-2016,2000,test,kombi,2002,manuell,101,150000,4
19-04-2016,2300,control,bus,2004,manuell,125,150000,4
27-03-2016,13000,test,limousine,2014,manuell,184,20000,4
03-04-2016,699,test,kombi,1996,automatik,140,150000,10
17-04-2016,1500,control,kleinwagen,1984,manuell,29,125000,4
02-04-2016,2800,control,kombi,2003,manuell,101,150000,10
13-04-2016,15850,test,kleinwagen,2014,manuell,200,5000,6
12-03-2016,1000,test,limousine,1997,automatik,101,150000,6
10-04-2016,8299,control,cabrio,2010,manuell,101,50000,7
14-03-2016,2499,test,bus,2005,manuell,105,150000,3
23-04-2016,2950,test,kombi,2006,manuell,120,150000,10
28-03-2016,600,control,coupe,2003,manuell,82,150000,2
22-03-2016,20850,control,limousine,2011,manuell,193,50000,6
22-04-2016,4999,control,kleinwagen,2008,manuell,69,40000,5
13-04-2016,2500,test,kombi,2002,manuell,163,150000,7
20-04-2016,1900,control,kombi,1997,manuell,125,150000,10
05-04-2016,1800,control,kleinwagen,2001,manuell,68,150000,5
06-04-2016,2850,control,kombi,2000,manuell,110,150000,12
06-03-2016,5950,control,kombi,2008,manuell,109,60000,8
03-04-2016,25000,test,cabrio,2013,automatik,170,40000,7
19-03-2016,600,test,kombi,1998,manuell,139,150000,12
25-03-2016,750,control,kleinwagen,1997,manuell,50,150000,1
17-03-2016,1250,control,bus,1999,manuell,102,150000,4
01-04-2016,850,test,Unknown,2016,manuell,75,150000,10
13-04-2016,3399,control,limousine,2003,manuell,143,150000,8
11-03-2016,2200,control,kleinwagen,2005,manuell,74,125000,5
15-03-2016,2999,test,cabrio,1996,manuell,120,70000,9
19-03-2016,16000,control,kombi,2010,manuell,170,90000,10
11-04-2016,3990,control,limousine,1989,automatik,132,125000,4
02-03-2016,2990,control,cabrio,2003,manuell,110,150000,9
01-04-2016,2700,control,andere,1988,manuell,84,150000,3
02-04-2016,22000,control,kombi,2012,automatik,136,50000,8
29-04-2016,3200,control,limousine,2003,manuell,143,150000,5
22-04-2016,1700,control,kleinwagen,1996,automatik,75,100000,1
12-03-2016,799,test,bus,2005,Unknown,103,150000,9
15-03-2016,850,control,limousine,2001,manuell,150,150000,1
13-04-2016,1500,control,kleinwagen,2006,manuell,52,60000,5
25-03-2016,2999,test,limousine,2006,automatik,140,125000,5
11-04-2016,500,control,kleinwagen,1998,manuell,102,5000,3
25-04-2016,11300,test,limousine,2010,manuell,179,125000,6
14-03-2016,799,control,limousine,1997,manuell,110,150000,4
26-03-2016,21900,control,suv,2013,manuell,184,30000,10
02-03-2016,4500,test,kleinwagen,2005,manuell,96,150000,10
20-03-2016,14500,test,limousine,2009,automatik,156,30000,12
07-03-2016,6500,control,cabrio,2004,manuell,113,60000,5
26-04-2016,1500,control,kleinwagen,1986,manuell,45,100000,2
23-03-2016,1850,control,limousine,1999,Unknown,101,150000,10
05-04-2016,1050,control,limousine,2002,manuell,116,150000,4
27-04-2016,600,control,bus,2001,automatik,146,150000,6
28-03-2016,8999,control,bus,2008,manuell,102,150000,5
23-03-2016,6800,test,limousine,2006,manuell,102,150000,2
30-03-2016,3000,control,limousine,1988,manuell,211,150000,3
02-04-2016,11900,control,kombi,2009,automatik,190,150000,2
08-04-2016,9500,test,cabrio,2006,manuell,200,100000,6
19-03-2016,13500,test,limousine,2008,automatik,235,150000,1
14-04-2016,6500,test,bus,2005,manuell,109,150000,1
15-03-2016,3450,test,kleinwagen,2007,manuell,88,150000,5
13-03-2016,3299,test,kombi,2004,manuell,101,150000,3
19-04-2016,950,test,kleinwagen,1991,manuell,54,150000,3
21-04-2016,1400,control,kombi,2002,manuell,116,30000,3
15-03-2016,2250,control,Unknown,1985,manuell,95,150000,6
01-04-2016,5250,control,cabrio,2004,automatik,107,150000,4
01-04-2016,4200,control,limousine,2006,manuell,140,150000,10
06-04-2016,9990,test,kleinwagen,2011,manuell,86,20000,3
18-04-2016,2200,test,kleinwagen,2006,manuell,77,80000,12
09-03-2016,4200,control,kleinwagen,2006,manuell,75,20000,5
14-03-2016,13000,control,limousine,2011,manuell,177,80000,9
20-03-2016,1950,control,kleinwagen,2001,manuell,58,150000,7
27-04-2016,900,test,kleinwagen,1994,manuell,150,125000,5
21-03-2016,26999,control,coupe,2011,automatik,245,150000,5
01-03-2016,10000,control,bus,2008,automatik,145,150000,8
14-03-2016,5100,control,coupe,2010,automatik,84,70000,4
05-04-2016,4900,test,kleinwagen,2008,manuell,82,125000,9
03-03-2016,1500,control,limousine,1996,manuell,136,150000,1
28-03-2016,3250,control,bus,2011,manuell,64,70000,7
09-04-2016,13450,test,kleinwagen,2013,automatik,90,50000,4
